Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Hyundai,Tucson,2023,3.6,Diesel,Semi-Automatic,10828,5,2,14383
Audi,A4,2015,3.5,Hybrid,Automatic,12065,2,5,14358
Chevrolet,Impala,2010,4.7,Electric,Automatic,47121,5,1,14357
Honda,Accord,2023,2.7,Diesel,Automatic,42252,2,2,14354
Volkswagen,Tiguan,2017,2.4,Electric,Automatic,37270,2,4,14354
Mercedes,GLA,2023,4.3,Hybrid,Automatic,172434,3,2,14351
Volkswagen,Golf,2023,3.0,Diesel,Automatic,57429,3,5,14351
Kia,Sportage,2023,2.6,Hybrid,Manual,12782,4,5,14344
Mercedes,E-Class,2022,3.3,Petrol,Automatic,57797,5,3,14344
Audi,A3,2021,4.3,Petrol,Manual,18069,2,3,14338
Mercedes,E-Class,2023,4.4,Petrol,Semi-Automatic,53236,2,3,14335
Ford,Explorer,2015,4.0,Electric,Manual,13533,5,4,14329
Ford,Fiesta,2023,1.4,Electric,Automatic,78634,2,1,14327
BMW,3 Series,2016,4.8,Hybrid,Automatic,93677,3,3,14326
Ford,Fiesta,2018,4.8,Electric,Automatic,173693,3,2,14326
Chevrolet,Malibu,2023,4.3,Diesel,Manual,48721,2,5,14325
Hyundai,Tucson,2020,3.1,Electric,Automatic,119095,4,5,14318
Hyundai,Sonata,2022,3.2,Hybrid,Automatic,104166,4,3,14316
Kia,Optima,2014,2.9,Electric,Automatic,19288,3,2,14314
BMW,3 Series,2023,4.2,Diesel,Manual,44358,4,2,14312
Hyundai,Elantra,2023,4.3,Petrol,Semi-Automatic,49540,4,2,14309
Chevrolet,Impala,2018,3.5,Electric,Semi-Automatic,34705,3,2,14305
Audi,Q5,2019,4.8,Petrol,Manual,14821,2,2,14303
Chevrolet,Equinox,2016,3.9,Electric,Automatic,99870,5,5,14302
Audi,Q5,2016,4.3,Petrol,Automatic,19910,4,1,14301
Hyundai,Elantra,2019,1.9,Electric,Automatic,44978,4,4,14300
Chevrolet,Malibu,2018,3.4,Electric,Semi-Automatic,30302,3,2,14293
Mercedes,C-Class,2023,1.3,Hybrid,Automatic,25562,2,5,14288
Honda,CR-V,2019,3.3,Petrol,Automatic,15599,5,3,14288
Mercedes,C-Class,2016,4.9,Hybrid,Automatic,101076,4,4,14278
Audi,Q5,2021,4.2,Diesel,Manual,16425,2,3,14271
Toyota,RAV4,2022,3.3,Hybrid,Automatic,111574,5,1,14268
Chevrolet,Malibu,2017,3.6,Hybrid,Automatic,51803,3,4,14263
Chevrolet,Malibu,2023,2.0,Electric,Semi-Automatic,37328,3,1,14253
Kia,Sportage,2020,4.1,Electric,Semi-Automatic,97389,2,1,14252
Honda,Accord,2020,3.0,Electric,Manual,42460,4,1,14250
Toyota,Corolla,2018,2.6,Hybrid,Automatic,17983,3,3,14240
Mercedes,E-Class,2021,4.2,Electric,Manual,118105,4,2,14237
BMW,3 Series,2022,2.5,Hybrid,Automatic,73285,5,3,14234
Ford,Explorer,2020,2.8,Diesel,Automatic,8303,2,3,14233
Ford,Fiesta,2021,4.0,Hybrid,Automatic,133334,5,1,14233
Kia,Sportage,2022,3.4,Diesel,Automatic,68508,2,2,14229
Ford,Explorer,2020,4.9,Diesel,Automatic,113616,3,3,14227
Honda,Civic,2015,3.8,Electric,Manual,9028,2,4,14219
Toyota,RAV4,2023,2.8,Diesel,Automatic,54576,3,2,14208
Hyundai,Sonata,2023,3.4,Hybrid,Semi-Automatic,59862,4,1,14202
Toyota,Corolla,2019,3.2,Diesel,Automatic,14979,2,4,14200
Chevrolet,Malibu,2022,4.4,Petrol,Semi-Automatic,45196,3,1,14196
Ford,Explorer,2015,3.8,Hybrid,Automatic,35335,2,2,14193
Mercedes,E-Class,2014,4.3,Electric,Automatic,95694,4,4,14186
Chevrolet,Impala,2020,4.3,Petrol,Semi-Automatic,10842,2,2,14183
Honda,Accord,2020,4.2,Diesel,Semi-Automatic,5872,5,1,14182
Volkswagen,Passat,2010,4.3,Electric,Automatic,36065,5,2,14178
Honda,Accord,2023,1.1,Hybrid,Automatic,21255,3,4,14174
Hyundai,Elantra,2023,3.4,Hybrid,Manual,61514,2,2,14169
Hyundai,Tucson,2023,4.5,Diesel,Automatic,141572,3,5,14168
Chevrolet,Impala,2023,1.7,Petrol,Automatic,1631,5,2,14167
Ford,Fiesta,2016,3.8,Diesel,Automatic,1669,5,4,14166
Mercedes,GLA,2015,4.7,Hybrid,Automatic,81669,5,4,14166
Audi,A4,2012,4.9,Electric,Manual,21795,5,5,14164
Audi,Q5,2021,4.4,Electric,Manual,131915,4,5,14161
Kia,Sportage,2013,4.5,Electric,Manual,16971,4,2,14160
Honda,Civic,2023,4.6,Diesel,Manual,72025,5,2,14159
Chevrolet,Impala,2021,1.3,Electric,Automatic,52051,5,1,14158
Kia,Rio,2022,2.6,Electric,Automatic,132155,3,3,14156
Chevrolet,Malibu,2022,4.8,Hybrid,Semi-Automatic,117267,2,4,14154
Hyundai,Sonata,2019,4.3,Hybrid,Automatic,122264,3,2,14154
Mercedes,C-Class,2023,2.2,Hybrid,Manual,2492,4,4,14150
Volkswagen,Tiguan,2022,4.4,Hybrid,Manual,97612,4,4,14147
Volkswagen,Passat,2016,4.7,Electric,Automatic,147698,5,2,14146
Audi,A4,2020,2.1,Electric,Automatic,78099,2,5,14138
Audi,Q5,2020,4.4,Petrol,Semi-Automatic,18372,5,1,14132
Toyota,RAV4,2022,3.6,Electric,Automatic,183530,2,5,14129
Volkswagen,Passat,2023,3.8,Diesel,Manual,33833,3,3,14123
Kia,Sportage,2021,3.7,Electric,Automatic,173864,5,5,14122
Audi,A4,2021,4.6,Petrol,Automatic,118860,3,2,14122
Mercedes,GLA,2023,1.3,Electric,Manual,9218,2,5,14115
Audi,A4,2022,4.6,Electric,Manual,159544,5,2,14109
Ford,Fiesta,2022,1.6,Hybrid,Automatic,34818,3,4,14103
Volkswagen,Passat,2018,3.5,Electric,Manual,44918,4,3,14101
Chevrolet,Impala,2017,4.0,Diesel,Automatic,30300,2,3,14094
Kia,Optima,2012,4.8,Hybrid,Automatic,45936,5,5,14081
Honda,Civic,2013,2.9,Electric,Automatic,15946,4,5,14081
Volkswagen,Passat,2018,4.8,Electric,Manual,111035,2,4,14079
Ford,Fiesta,2020,2.9,Electric,Automatic,121079,3,4,14078
Mercedes,C-Class,2023,3.1,Hybrid,Semi-Automatic,51711,4,5,14065
Hyundai,Tucson,2022,4.5,Electric,Semi-Automatic,156806,2,3,14063
Toyota,Corolla,2021,4.4,Petrol,Manual,36858,5,3,14062
BMW,X5,2017,3.9,Hybrid,Semi-Automatic,2020,3,2,14059
Chevrolet,Malibu,2018,4.9,Electric,Automatic,192169,5,3,14056
Ford,Focus,2018,4.1,Electric,Automatic,152256,2,5,14054
Volkswagen,Golf,2020,2.4,Electric,Automatic,97270,4,5,14054
BMW,X5,2023,4.2,Hybrid,Automatic,182399,4,1,14052
Chevrolet,Equinox,2020,2.9,Petrol,Automatic,22360,2,5,14052
Ford,Fiesta,2021,2.8,Hybrid,Automatic,82491,2,1,14050
Honda,Accord,2017,3.8,Electric,Semi-Automatic,47506,4,2,14049
Audi,A4,2022,3.6,Electric,Automatic,187515,2,5,14049
Hyundai,Sonata,2018,4.2,Petrol,Automatic,57590,3,3,14048
Kia,Sportage,2020,3.5,Petrol,Automatic,52571,4,3,14048
Audi,A3,2015,4.2,Electric,Semi-Automatic,37658,2,3,14046
Honda,Civic,2019,3.0,Diesel,Automatic,13013,5,5,14039
Honda,CR-V,2021,4.6,Hybrid,Automatic,173195,3,3,14036
Volkswagen,Passat,2021,3.9,Electric,Semi-Automatic,113261,3,4,14034
Ford,Focus,2023,4.5,Hybrid,Automatic,198309,3,1,14033
BMW,X5,2010,4.3,Electric,Automatic,43416,5,5,14031
Ford,Explorer,2020,4.1,Hybrid,Semi-Automatic,58741,4,1,14025
Audi,A4,2016,3.7,Hybrid,Automatic,53763,5,1,14024
Hyundai,Sonata,2015,4.2,Electric,Semi-Automatic,39016,3,3,14019
Kia,Optima,2021,2.2,Hybrid,Automatic,54120,4,3,14017
Ford,Explorer,2017,1.6,Electric,Automatic,14124,3,3,14017
Honda,Civic,2020,4.4,Petrol,Semi-Automatic,24913,3,3,14001
Audi,A3,2020,4.4,Electric,Semi-Automatic,125073,5,1,13998
Mercedes,E-Class,2018,1.7,Electric,Automatic,35106,5,3,13997
Kia,Rio,2022,4.7,Electric,Manual,170105,5,3,13997
Honda,CR-V,2016,4.5,Hybrid,Automatic,95176,3,2,13996
Ford,Focus,2023,4.1,Electric,Automatic,230235,5,3,13995
BMW,5 Series,2022,3.2,Electric,Semi-Automatic,95298,4,4,13994
Mercedes,GLA,2016,4.2,Electric,Semi-Automatic,55500,2,5,13990
Ford,Focus,2018,3.9,Hybrid,Automatic,95603,3,5,13987
Chevrolet,Equinox,2020,3.9,Electric,Automatic,175761,5,4,13984
Toyota,RAV4,2022,1.8,Electric,Semi-Automatic,25762,4,2,13984
Toyota,Camry,2019,3.0,Diesel,Automatic,15814,2,2,13983
Audi,Q5,2018,3.8,Hybrid,Semi-Automatic,15808,2,5,13983
Mercedes,E-Class,2014,3.8,Electric,Semi-Automatic,5877,5,5,13982
Audi,Q5,2017,1.5,Electric,Automatic,10943,5,1,13981
Kia,Optima,2022,5.0,Electric,Automatic,260953,5,4,13980
Mercedes,E-Class,2021,3.9,Petrol,Manual,16170,4,4,13976
Mercedes,GLA,2019,2.6,Electric,Semi-Automatic,21179,4,4,13976
Kia,Optima,2023,4.7,Diesel,Automatic,161209,3,4,13975
Chevrolet,Impala,2021,4.4,Electric,Manual,141211,2,3,13975
Ford,Fiesta,2020,3.6,Electric,Manual,86259,3,4,13974
Hyundai,Elantra,2018,4.2,Electric,Manual,86529,3,5,13969
Kia,Rio,2022,2.5,Petrol,Automatic,36802,5,2,13963
Mercedes,GLA,2021,4.3,Hybrid,Semi-Automatic,86892,4,2,13962
Honda,Accord,2021,4.4,Electric,Semi-Automatic,141878,2,5,13962
Chevrolet,Impala,2022,1.6,Electric,Manual,16916,2,4,13961
Ford,Fiesta,2023,3.8,Electric,Automatic,216961,5,4,13960
Kia,Optima,2017,4.6,Electric,Automatic,166993,4,4,13960
Toyota,RAV4,2017,3.7,Electric,Manual,47034,2,4,13959
Kia,Rio,2023,4.6,Electric,Manual,182101,5,5,13957
Chevrolet,Malibu,2016,2.5,Electric,Automatic,47183,2,5,13956
Honda,CR-V,2022,2.3,Electric,Semi-Automatic,52445,3,4,13951
Toyota,Corolla,2023,2.2,Electric,Semi-Automatic,62511,5,3,13949
Kia,Sportage,2022,3.3,Diesel,Semi-Automatic,2524,4,1,13949
Chevrolet,Impala,2020,3.0,Hybrid,Semi-Automatic,7623,3,1,13947
Toyota,Camry,2022,4.5,Electric,Semi-Automatic,162696,4,2,13946
Volkswagen,Tiguan,2022,1.1,Hybrid,Automatic,17726,2,3,13945
Kia,Sportage,2015,3.9,Electric,Manual,27837,3,1,13943
Kia,Sportage,2022,4.5,Petrol,Manual,62867,2,3,13942
Toyota,RAV4,2020,4.4,Electric,Manual,128014,5,2,13939
Hyundai,Tucson,2021,4.2,Diesel,Manual,33006,3,2,13939
Ford,Fiesta,2019,4.3,Petrol,Manual,8168,5,3,13936
BMW,5 Series,2017,3.4,Hybrid,Automatic,58491,2,3,13930
Mercedes,E-Class,2015,4.8,Electric,Automatic,148686,4,1,13926
Audi,A3,2018,4.1,Petrol,Automatic,58746,2,3,13925
BMW,5 Series,2018,4.9,Diesel,Manual,23752,4,2,13924
Kia,Rio,2017,2.9,Electric,Manual,8920,3,3,13921
Audi,A3,2022,1.5,Electric,Automatic,88996,5,5,13920
Kia,Rio,2021,3.6,Petrol,Automatic,79401,4,3,13911
Ford,Explorer,2023,1.2,Hybrid,Automatic,39557,4,4,13908
Volkswagen,Passat,2022,4.2,Petrol,Semi-Automatic,49755,4,1,13904
Hyundai,Elantra,2023,4.6,Petrol,Manual,84915,2,1,13901
Audi,Q5,2021,4.5,Electric,Semi-Automatic,149922,4,4,13901
Ford,Fiesta,2019,3.6,Electric,Manual,75115,5,3,13897
Mercedes,GLA,2018,4.7,Petrol,Semi-Automatic,15328,4,3,13893
Audi,A4,2016,3.8,Electric,Semi-Automatic,40584,3,5,13888
Honda,Accord,2018,4.9,Diesel,Semi-Automatic,25650,5,5,13887
BMW,X5,2016,4.2,Diesel,Automatic,35975,2,5,13880
Volkswagen,Tiguan,2019,2.7,Electric,Semi-Automatic,31036,3,5,13879
Chevrolet,Equinox,2012,4.3,Hybrid,Automatic,31100,3,5,13878
Ford,Focus,2020,4.6,Diesel,Semi-Automatic,41118,4,2,13877
Ford,Fiesta,2017,4.7,Hybrid,Manual,51156,4,3,13876
Toyota,RAV4,2009,5.0,Electric,Automatic,71203,3,2,13875
Toyota,Camry,2019,3.0,Hybrid,Automatic,71366,4,2,13872
Audi,A4,2020,3.9,Hybrid,Semi-Automatic,56504,2,1,13869
Chevrolet,Malibu,2010,4.3,Electric,Automatic,51893,4,1,13862
Toyota,Camry,2019,3.5,Hybrid,Automatic,96903,5,2,13861
Volkswagen,Golf,2019,3.4,Hybrid,Manual,17084,3,4,13858
Audi,A3,2015,4.6,Hybrid,Manual,17124,5,1,13857
Audi,A4,2023,2.6,Diesel,Automatic,62285,2,5,13854
Hyundai,Tucson,2015,3.4,Electric,Semi-Automatic,7427,2,4,13851
Chevrolet,Impala,2022,1.1,Electric,Automatic,72509,5,2,13849
Volkswagen,Passat,2023,2.7,Electric,Semi-Automatic,92615,4,2,13847
Ford,Focus,2017,3.3,Electric,Semi-Automatic,32629,2,5,13847
Honda,Accord,2023,2.6,Petrol,Automatic,62826,4,1,13843
Chevrolet,Impala,2020,4.1,Petrol,Automatic,92946,5,5,13841
Hyundai,Sonata,2023,4.7,Hybrid,Manual,142982,5,3,13840
Ford,Explorer,2023,4.8,Diesel,Automatic,173090,3,3,13838
Hyundai,Elantra,2022,3.3,Petrol,Manual,8157,3,5,13836
Kia,Rio,2020,1.8,Hybrid,Automatic,28207,5,5,13835
Ford,Focus,2017,4.1,Diesel,Automatic,48301,4,3,13833
Chevrolet,Malibu,2015,3.9,Diesel,Automatic,8531,4,2,13829
Honda,CR-V,2020,4.0,Hybrid,Automatic,138575,2,4,13828
Chevrolet,Malibu,2021,3.1,Electric,Automatic,159076,4,4,13818
Chevrolet,Impala,2023,3.7,Hybrid,Semi-Automatic,94090,2,5,13818
Toyota,Corolla,2020,2.1,Electric,Manual,19175,5,5,13816
Honda,CR-V,2015,4.9,Hybrid,Manual,34163,4,1,13816
Volkswagen,Passat,2019,4.6,Petrol,Manual,29373,2,4,13812
Ford,Explorer,2016,4.6,Diesel,Automatic,59450,2,5,13811
Volkswagen,Golf,2019,3.3,Electric,Manual,64548,3,1,13809
Volkswagen,Passat,2019,3.1,Hybrid,Manual,4516,4,1,13809
Audi,A4,2023,3.9,Electric,Manual,154684,3,3,13806
Honda,Accord,2023,4.9,Petrol,Automatic,179716,2,5,13805
Honda,Civic,2023,1.6,Electric,Automatic,114740,3,3,13805
Honda,Accord,2019,4.1,Diesel,Semi-Automatic,4751,3,5,13804
Kia,Sportage,2017,3.6,Hybrid,Automatic,74760,3,5,13804
Toyota,Corolla,2018,4.1,Electric,Automatic,164802,5,1,13803
BMW,3 Series,2017,4.6,Electric,Semi-Automatic,100013,3,2,13799
Mercedes,GLA,2015,2.9,Electric,Automatic,60182,4,4,13796
Toyota,RAV4,2015,3.4,Hybrid,Automatic,35371,4,4,13792
BMW,5 Series,2019,4.8,Hybrid,Automatic,165434,4,5,13791
Volkswagen,Golf,2014,3.9,Electric,Automatic,95537,4,2,13789
Toyota,RAV4,2020,3.0,Hybrid,Automatic,90797,4,2,13784
Volkswagen,Tiguan,2023,2.8,Petrol,Manual,971,5,5,13780
Chevrolet,Malibu,2019,2.1,Hybrid,Automatic,31024,2,4,13779
Volkswagen,Golf,2008,3.9,Electric,Automatic,6053,5,2,13778
Audi,A4,2022,4.0,Electric,Semi-Automatic,146172,2,4,13776
Hyundai,Tucson,2012,4.1,Hybrid,Automatic,26324,4,2,13773
Volkswagen,Tiguan,2017,3.3,Electric,Automatic,111531,4,4,13769
Chevrolet,Impala,2023,2.1,Petrol,Automatic,41573,5,4,13768
Volkswagen,Tiguan,2019,4.0,Hybrid,Automatic,126676,3,3,13766
Volkswagen,Tiguan,2010,4.5,Hybrid,Automatic,16652,5,1,13766
Audi,A4,2021,3.5,Electric,Semi-Automatic,107283,3,1,13754
Ford,Focus,2022,3.7,Electric,Automatic,207358,2,3,13752
BMW,5 Series,2018,3.9,Electric,Automatic,157385,2,2,13752
Ford,Fiesta,2022,2.1,Electric,Manual,52526,5,2,13749
Volkswagen,Golf,2012,4.2,Electric,Semi-Automatic,7544,2,5,13749
Toyota,Corolla,2020,1.8,Electric,Automatic,82553,2,1,13748
Volkswagen,Golf,2022,2.3,Electric,Automatic,137767,3,5,13744
BMW,3 Series,2023,2.0,Electric,Semi-Automatic,62847,5,1,13743
Toyota,RAV4,2018,1.2,Electric,Automatic,23090,2,2,13738
Kia,Rio,2021,3.5,Hybrid,Manual,58297,4,2,13734
Honda,Civic,2020,4.8,Hybrid,Manual,108790,5,5,13724
Audi,A4,2020,4.7,Petrol,Automatic,128780,2,5,13724
Ford,Fiesta,2022,3.1,Petrol,Manual,3817,3,1,13723
Audi,A4,2019,4.7,Hybrid,Automatic,163928,5,2,13721
Audi,Q5,2018,4.7,Electric,Automatic,198938,5,3,13721
Volkswagen,Passat,2016,4.9,Hybrid,Manual,54089,2,5,13718
Volkswagen,Tiguan,2012,4.1,Electric,Manual,4081,2,2,13718
Volkswagen,Tiguan,2017,4.2,Diesel,Automatic,59104,2,3,13717
Toyota,Camry,2023,1.5,Diesel,Automatic,14232,5,1,13715
BMW,X5,2019,2.7,Electric,Manual,39275,3,4,13714
Toyota,Camry,2015,4.3,Electric,Manual,59772,3,5,13704
Honda,CR-V,2009,3.6,Electric,Automatic,9934,4,2,13701
BMW,3 Series,2023,3.5,Hybrid,Automatic,164915,2,3,13701
Hyundai,Sonata,2021,4.7,Petrol,Manual,70010,3,2,13699
Toyota,RAV4,2017,2.5,Electric,Manual,863,4,5,13682
Honda,Accord,2020,3.6,Hybrid,Semi-Automatic,51251,5,5,13674
Ford,Fiesta,2019,3.3,Electric,Manual,71379,2,4,13672
Ford,Explorer,2013,3.8,Hybrid,Automatic,31485,5,5,13670
BMW,X5,2022,1.1,Electric,Automatic,81742,5,5,13665
BMW,3 Series,2023,1.8,Electric,Semi-Automatic,56819,3,5,13663
Hyundai,Elantra,2022,1.6,Electric,Automatic,107471,5,4,13650
BMW,3 Series,2023,3.9,Hybrid,Semi-Automatic,112480,2,2,13650
Kia,Sportage,2014,4.9,Petrol,Automatic,52585,3,1,13648
Toyota,RAV4,2022,5.0,Diesel,Manual,102680,4,5,13646
Audi,Q5,2022,3.0,Electric,Automatic,177872,5,3,13642
Kia,Sportage,2020,3.0,Hybrid,Automatic,98160,2,5,13636
Mercedes,C-Class,2013,4.7,Petrol,Automatic,28265,3,1,13634
Mercedes,C-Class,2022,4.5,Petrol,Manual,78604,5,3,13627
Honda,Accord,2020,4.6,Electric,Manual,153639,4,3,13627
Chevrolet,Equinox,2018,1.9,Hybrid,Automatic,13790,5,5,13624
Toyota,Camry,2023,2.6,Diesel,Automatic,73774,2,4,13624
Honda,Civic,2021,2.4,Electric,Semi-Automatic,58999,5,3,13620
Honda,Civic,2018,4.0,Electric,Manual,94058,5,3,13618
Honda,Accord,2019,3.2,Electric,Manual,69198,4,5,13616
Toyota,RAV4,2021,5.0,Petrol,Automatic,164237,5,5,13615
Audi,A3,2022,2.8,Hybrid,Semi-Automatic,44239,2,5,13615
Kia,Sportage,2018,1.8,Hybrid,Automatic,9277,5,2,13614
Audi,Q5,2015,2.7,Electric,Automatic,59311,3,3,13613
Mercedes,C-Class,2021,3.3,Petrol,Manual,4500,2,5,13610
Hyundai,Elantra,2023,3.1,Hybrid,Manual,74502,5,5,13609
BMW,X5,2015,4.3,Electric,Semi-Automatic,64681,4,4,13606
Honda,Civic,2012,4.3,Electric,Automatic,94807,5,4,13603
Ford,Explorer,2013,4.1,Electric,Semi-Automatic,24882,2,5,13602
Volkswagen,Golf,2021,2.6,Petrol,Automatic,44993,3,4,13600
Honda,CR-V,2021,4.4,Diesel,Manual,60321,2,2,13593
Chevrolet,Impala,2016,4.9,Electric,Manual,110431,5,2,13591
Honda,Accord,2021,4.9,Hybrid,Automatic,210409,2,5,13591
BMW,3 Series,2019,4.0,Electric,Semi-Automatic,110440,4,1,13591
BMW,3 Series,2012,4.4,Petrol,Automatic,552,4,1,13588
Honda,CR-V,2017,2.9,Electric,Manual,25616,2,5,13587
Chevrolet,Malibu,2022,3.0,Diesel,Manual,5679,2,4,13586
Volkswagen,Passat,2018,2.9,Electric,Semi-Automatic,41037,5,1,13579
Mercedes,E-Class,2020,5.0,Petrol,Manual,76117,2,1,13577
Kia,Sportage,2020,1.6,Electric,Automatic,81288,5,4,13574
Mercedes,E-Class,2021,4.5,Electric,Manual,166297,4,1,13574
Kia,Rio,2022,4.1,Petrol,Semi-Automatic,61422,5,1,13571
Mercedes,GLA,2021,4.6,Petrol,Semi-Automatic,71555,2,2,13568
Honda,Accord,2023,1.7,Diesel,Automatic,31712,3,1,13565
Honda,Accord,2013,4.9,Hybrid,Manual,16832,2,1,13563
Volkswagen,Golf,2018,2.8,Electric,Automatic,111967,2,1,13560
Kia,Optima,2023,2.4,Electric,Automatic,167039,5,1,13559
BMW,X5,2021,2.9,Hybrid,Manual,37097,2,2,13558
Toyota,Corolla,2014,4.1,Petrol,Automatic,17100,5,5,13558
Volkswagen,Golf,2017,3.1,Electric,Semi-Automatic,37073,5,1,13558
Toyota,RAV4,2009,4.5,Hybrid,Automatic,12159,2,4,13556
Mercedes,E-Class,2022,3.2,Petrol,Automatic,92823,5,4,13543
Chevrolet,Malibu,2022,4.8,Petrol,Semi-Automatic,97890,2,2,13542
Audi,Q5,2015,3.2,Electric,Semi-Automatic,12875,2,4,13542
Hyundai,Tucson,2018,1.6,Hybrid,Automatic,3022,5,2,13539
Kia,Optima,2020,3.2,Electric,Manual,88070,3,5,13538
Mercedes,C-Class,2022,4.3,Diesel,Automatic,148159,2,5,13536
Ford,Explorer,2020,4.5,Hybrid,Automatic,178797,4,4,13524
Kia,Sportage,2023,4.8,Petrol,Semi-Automatic,114120,4,5,13517
Kia,Optima,2019,2.3,Electric,Semi-Automatic,29218,5,3,13515
Hyundai,Sonata,2018,3.7,Electric,Semi-Automatic,84324,3,1,13513
Chevrolet,Impala,2018,4.0,Petrol,Automatic,74435,4,5,13511
Hyundai,Sonata,2019,1.8,Electric,Manual,4457,2,1,13510
BMW,X5,2021,2.0,Hybrid,Automatic,69563,2,4,13508
Chevrolet,Equinox,2022,4.8,Hybrid,Automatic,224603,2,3,13507
Audi,A4,2012,4.5,Electric,Manual,34710,3,3,13505
Chevrolet,Equinox,2016,4.3,Electric,Manual,84801,4,1,13503
Toyota,Corolla,2014,4.7,Electric,Semi-Automatic,74835,3,5,13503
BMW,3 Series,2017,4.9,Hybrid,Manual,80026,2,1,13499
Chevrolet,Equinox,2023,2.9,Hybrid,Manual,70186,5,3,13496
Audi,A4,2019,4.2,Petrol,Semi-Automatic,25155,3,2,13496
Kia,Rio,2018,4.4,Diesel,Automatic,95246,5,3,13495
BMW,5 Series,2023,3.3,Hybrid,Semi-Automatic,90330,4,1,13493
Honda,Civic,2019,3.9,Electric,Manual,110369,5,5,13492
Toyota,Corolla,2023,3.0,Hybrid,Manual,75435,3,3,13491
Volkswagen,Passat,2023,4.6,Petrol,Manual,105497,3,4,13490
Volkswagen,Golf,2022,2.1,Electric,Manual,65641,3,3,13487
Ford,Explorer,2023,1.8,Electric,Manual,65646,4,5,13487
BMW,X5,2019,2.4,Electric,Manual,35696,3,1,13486
Audi,A4,2016,4.0,Hybrid,Automatic,95719,2,1,13485
Volkswagen,Golf,2023,4.3,Diesel,Automatic,165795,2,3,13484
BMW,5 Series,2020,1.6,Hybrid,Automatic,35830,3,2,13483
Ford,Focus,2023,4.4,Electric,Manual,195913,5,5,13481
Toyota,Corolla,2021,4.7,Diesel,Manual,81118,4,3,13477
Kia,Optima,2022,4.6,Petrol,Manual,91253,2,1,13474
Ford,Fiesta,2022,1.9,Hybrid,Manual,6260,5,1,13474
Audi,A4,2013,3.9,Electric,Manual,21399,5,3,13472
Honda,Accord,2006,4.5,Electric,Automatic,21478,4,4,13470
BMW,3 Series,2020,3.1,Hybrid,Automatic,111568,3,3,13468
Audi,A4,2009,4.1,Electric,Automatic,46613,5,5,13467
Mercedes,GLA,2015,3.8,Hybrid,Automatic,71836,3,1,13463
Hyundai,Tucson,2014,4.8,Petrol,Automatic,56900,5,4,13462
BMW,3 Series,2012,4.0,Electric,Semi-Automatic,11943,5,2,13461
Toyota,Camry,2017,3.8,Diesel,Automatic,52136,4,1,13457
Chevrolet,Malibu,2012,4.4,Electric,Semi-Automatic,32248,4,5,13455
Toyota,RAV4,2017,3.9,Electric,Automatic,157242,3,3,13455
Chevrolet,Impala,2019,3.5,Electric,Automatic,167344,5,4,13453
BMW,5 Series,2018,3.4,Hybrid,Semi-Automatic,22501,4,3,13449
Chevrolet,Malibu,2016,3.1,Hybrid,Automatic,52589,5,2,13448
Toyota,Corolla,2021,1.4,Electric,Automatic,92636,4,4,13447
Volkswagen,Passat,2019,3.1,Diesel,Automatic,47734,5,1,13445
Honda,Civic,2016,4.4,Hybrid,Semi-Automatic,42823,2,2,13443
Toyota,RAV4,2022,4.6,Hybrid,Manual,142869,2,2,13442
Audi,A4,2012,4.4,Hybrid,Automatic,57938,3,3,13441
Volkswagen,Golf,2016,3.9,Hybrid,Semi-Automatic,18025,5,5,13439
Ford,Fiesta,2011,4.6,Hybrid,Automatic,53106,3,5,13437
Volkswagen,Tiguan,2022,4.1,Petrol,Automatic,143237,5,1,13435
Kia,Sportage,2015,4.1,Electric,Manual,63211,5,5,13435
Kia,Optima,2022,4.7,Hybrid,Manual,148342,3,1,13433
Kia,Rio,2017,4.0,Electric,Automatic,163393,5,4,13432
Audi,A3,2019,2.9,Hybrid,Manual,13569,2,3,13428
Chevrolet,Malibu,2023,1.9,Electric,Manual,73623,5,3,13427
BMW,X5,2021,5.0,Petrol,Semi-Automatic,98604,2,4,13427
Kia,Sportage,2020,4.4,Hybrid,Semi-Automatic,103894,3,2,13422
BMW,5 Series,2021,1.1,Electric,Manual,3994,4,2,13420
Hyundai,Tucson,2020,2.8,Electric,Semi-Automatic,73990,4,2,13420
BMW,X5,2015,3.7,Electric,Automatic,119160,4,3,13416
Ford,Focus,2022,4.7,Petrol,Semi-Automatic,99254,3,4,13414
Hyundai,Sonata,2020,3.7,Petrol,Automatic,94279,5,1,13414
Audi,Q5,2018,4.4,Hybrid,Automatic,149337,5,3,13413
Kia,Optima,2014,4.3,Hybrid,Manual,9628,3,1,13407
Volkswagen,Tiguan,2022,3.6,Hybrid,Automatic,169615,4,2,13407
Chevrolet,Equinox,2021,4.3,Hybrid,Automatic,189655,5,2,13406
Honda,Civic,2012,3.7,Electric,Automatic,74879,2,5,13402
Kia,Rio,2021,3.3,Electric,Automatic,190197,3,1,13396
BMW,X5,2023,3.0,Electric,Semi-Automatic,130341,5,3,13393
Toyota,RAV4,2011,4.7,Electric,Manual,35398,5,5,13392
Chevrolet,Impala,2015,4.2,Diesel,Automatic,45451,2,4,13390
Honda,Accord,2021,4.9,Petrol,Automatic,170561,2,5,13388
BMW,X5,2019,4.2,Hybrid,Manual,80609,2,4,13387
BMW,5 Series,2021,2.4,Electric,Manual,70665,5,2,13386
